created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-01-10T18:24:07-05:00,20.8717,79.7879,4.0441,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T18:25:20-05:00,20.885,80.1328,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T18:25:53-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-41;d4:5d:64:ea:85:20,-59;d4:5d:64:ea:94:c0,-60;40:b0:76:af:1c:68,-62;4c:ed:fb:7a:89:00,-65",,MEF9P0CGS1A,,,
2025-01-10T18:25:55-05:00,,,,-40,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T18:34:06-05:00,21.096,81.1978,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T18:44:06-05:00,21.1547,80.8408,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T18:54:07-05:00,21.4378,79.1806,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T18:54:15-05:00,,,,-65,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:04:07-05:00,21.6354,78.0804,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:14:07-05:00,21.6754,77.3724,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:24:06-05:00,,,4.0552,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:24:08-05:00,21.6354,75.2438,,-38,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:34:09-05:00,21.1387,67.7378,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:44:09-05:00,20.7328,69.5705,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T19:54:09-05:00,20.845,78.2925,,-61,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T20:04:09-05:00,20.9998,81.5045,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T20:14:10-05:00,21.1841,81.8357,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T20:24:06-05:00,,,4.0552,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-01-10T20:24:09-05:00,21.2963,80.5432,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
