created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(tem 485 ºC )","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-01-20T10:07:38-05:00,24.7169,49.0517,4.1218,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:07:55-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T10:07:56-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,-1,,
2025-01-20T10:09:33-05:00,24.733,50.8156,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:09:36-05:00,,,,,,,24.9,46.7,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:09:39-05:00,,,,,,58.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:14:38-05:00,,,,,,,24.7,46.2,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:17:40-05:00,24.3511,49.5232,,,,57.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:19:37-05:00,,,,,,,24.6,54,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:24:38-05:00,,,,,,,24.6,50.3,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:27:40-05:00,24.2229,49.0333,,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:29:38-05:00,,,,,,,24.6,47.9,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:34:38-05:00,,,,,,,24.6,53.5,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:37:40-05:00,24.3084,56.1196,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:37:44-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:47:41-05:00,24.4472,60.3723,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T10:57:41-05:00,24.6342,59.6628,,,,65.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:07:38-05:00,,,4.1403,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:07:41-05:00,24.7169,57.7813,,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:07:55-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T11:17:41-05:00,24.9439,54.9477,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:27:41-05:00,24.9573,53.341,,,,65.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:37:41-05:00,25.1842,51.725,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:37:44-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:37:54-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,503,,
2025-01-20T11:37:55-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T11:47:42-05:00,25.2831,51.5785,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T11:57:42-05:00,25.3819,50.3746,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:07:39-05:00,,,4.1366,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:07:42-05:00,25.5074,50.5669,,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:07:44-05:00,,,,-44,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:17:43-05:00,25.7076,49.5598,,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:27:43-05:00,25.7477,49.1539,,,,65.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:37:43-05:00,25.7904,49.8711,,,,65.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:37:54-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:47:44-05:00,25.8892,49.337,,,,63.75,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T12:57:45-05:00,25.8892,49.189,,,,65.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:07:39-05:00,,,4.1366,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:07:45-05:00,26.0307,48.719,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:07:54-05:00,,,,-44,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:17:45-05:00,25.9586,48.7236,,,,65.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:27:46-05:00,26.0868,48.6778,,,,65.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:37:46-05:00,26.1322,49.0578,,,,61.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:37:56-05:00,,,,-45,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:47:46-05:00,26.1162,45.1163,,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T13:57:47-05:00,25.9747,44.5258,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:07:39-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:07:47-05:00,25.7637,44.1901,,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:08:03-05:00,,,,-47,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:17:48-05:00,25.7343,44.2969,,,,65.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:27:48-05:00,25.6516,44.712,,,,63.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:37:49-05:00,25.5367,44.9195,,,,65.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:37:54-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:38:08-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T14:47:49-05:00,25.4646,44.0436,,,,65.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T14:57:49-05:00,25.5074,43.9216,,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:07:49-05:00,25.3391,43.6912,,,,64.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:08:07-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T15:17:49-05:00,25.2403,43.1373,,,,65.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:27:49-05:00,25.1842,43.8575,,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:37:49-05:00,25.2537,44.4892,,,,64.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:47:50-05:00,25.2697,44.9134,,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T15:57:50-05:00,25.2136,45.7145,,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:07:39-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:07:51-05:00,25.0854,46.009,,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:07:53-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:5d:00:cf,-33;c8:1f:be:be:a8:17,-37;50:1d:94:a1:bb:2c,-41;c8:1f:be:af:85:9d,-43;68:e2:09:8b:90:74,-46",,VR032M0GS1A,,,
2025-01-20T16:07:56-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:17:52-05:00,25.0721,46.3661,,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:27:52-05:00,25.0854,45.9083,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:37:52-05:00,25.0721,45.9312,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:38:01-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:47:53-05:00,25.1415,45.7923,,,,66,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T16:57:53-05:00,24.9573,46.453,,,,65.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:07:39-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:07:54-05:00,25.016,45.6657,,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:08:09-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:17:55-05:00,24.9012,45.7252,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:27:56-05:00,24.8585,44.8768,,,,65.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:37:56-05:00,24.8024,44.5106,,,,65.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:47:57-05:00,24.8158,44.0635,,-37,,65.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T17:57:57-05:00,24.8024,44.8188,,,,65.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:07:57-05:00,24.7463,44.5518,,,,62.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:17:56-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:17:57-05:00,24.6769,44.2557,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:27:57-05:00,24.5781,44.5808,,,,65.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:37:57-05:00,24.5914,44.5838,,,,64.5,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:47:55-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:47:57-05:00,24.522,45.33,,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T18:57:58-05:00,24.522,44.448,,,,57.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:07:58-05:00,24.4472,43.5996,,,,62.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:17:56-05:00,,,,-35,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:17:58-05:00,24.4793,42.6032,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:27:58-05:00,24.3511,42.9236,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:37:59-05:00,24.3217,42.5574,,,,63,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:47:57-05:00,,,,-39,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:47:59-05:00,24.279,42.3133,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T19:57:59-05:00,24.2523,42.0523,,,,65.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:07:59-05:00,24.3511,41.9837,,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:17:58-05:00,,,,-39,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:17:59-05:00,24.4205,41.7502,,,,59.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:27:59-05:00,24.4659,41.564,,,,58.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:38:00-05:00,24.5781,41.8204,,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:47:58-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:47:59-05:00,24.4472,41.4298,,,,63,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T20:58:00-05:00,24.3084,41.3855,,,,60.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:08:01-05:00,24.2096,41.6587,,,,61.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:18:01-05:00,24.0974,41.2009,,,,65.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:18:11-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T21:28:01-05:00,24.1108,41.622,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:38:02-05:00,24.0681,41.5213,,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:48:03-05:00,24.1402,41.1139,,,,63,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T21:48:14-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-20T21:58:03-05:00,24.1108,41.6083,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:08:03-05:00,24.279,51.3588,,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:18:00-05:00,,,,,,,,,,,,,,,,,,,,"c8:1f:be:be:a8:17,-35;c8:1f:be:af:85:9d,-37;88:66:39:5d:00:cf,-38;50:1d:94:a1:bb:2c,-40;68:e2:09:8b:90:74,-49",,VR032M0GS1A,,,
2025-01-20T22:18:03-05:00,24.3217,57.0626,,-34,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:28:04-05:00,24.4072,59.3347,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:38:05-05:00,24.5781,59.5621,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:48:00-05:00,,,,-33,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:48:05-05:00,24.5914,59.5041,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T22:58:06-05:00,24.789,58.5183,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:07:40-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:08:06-05:00,24.7169,57.8973,,,,62.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:18:01-05:00,,,,-31,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:18:06-05:00,24.8451,51.6625,,,,64.5,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:28:06-05:00,24.6769,43.8605,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:38:06-05:00,24.5781,42.6398,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:48:05-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:48:06-05:00,24.3778,49.958,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:48:08-05:00,,,,,,,,,,83,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-20T23:58:06-05:00,24.506,45.4902,,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:07:41-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:08:06-05:00,24.5487,49.015,,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:18:04-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:18:06-05:00,24.6475,44.4526,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:18:09-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:28:06-05:00,24.5354,46.0395,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:38:06-05:00,24.5621,45.7191,,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:48:07-05:00,24.4659,42.9374,,,,63.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:48:10-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:48:11-05:00,,,,-39,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T00:58:07-05:00,24.4339,45.1347,,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:07:42-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:08:08-05:00,24.3912,42.5513,,,,55.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:18:06-05:00,,,,-25,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:18:08-05:00,24.3351,40.8133,,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:18:10-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:28:08-05:00,24.2096,40.5844,,,,49.5,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:38:09-05:00,24.2096,52.4025,,,,49.5,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:48:08-05:00,24.3084,56.7712,,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:48:12-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:48:14-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T01:58:09-05:00,24.2657,57.9461,,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:07:41-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:08:10-05:00,24.4659,57.4197,,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:18:09-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:18:10-05:00,24.3645,47.8157,,,,56.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:18:11-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:28:11-05:00,24.5487,54.8974,,,,55.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:38:12-05:00,24.522,50.4997,,,,56.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:48:10-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:48:11-05:00,24.6048,53.1365,,,,56.55,,,,82.8,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T02:58:12-05:00,24.522,50.7973,,,,56.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:07:42-05:00,,,4.1292,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:08:12-05:00,24.5354,52.2438,,,,56.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:18:09-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:18:11-05:00,24.4659,50.0694,,,,56.55,,,,82.8,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:18:20-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-21T03:28:12-05:00,24.4339,52.1248,,,,56.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:38:12-05:00,24.522,49.2485,,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:48:11-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:48:12-05:00,24.4205,50.5119,,,,56.55,,,,82.8,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T03:58:12-05:00,24.5621,48.8182,,,,57.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:07:43-05:00,,,4.1329,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:08:12-05:00,24.4659,49.9596,,,,56.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:18:12-05:00,24.5354,50.0786,,,,56.55,,,,82.8,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:18:27-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,502,,
2025-01-21T04:18:28-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-21T04:28:12-05:00,24.522,48.7037,,,,56.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:38:13-05:00,24.5781,50.3105,,,,54.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:48:12-05:00,,,,,,,,,,82.8,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:58:10-05:00,24.4472,50.3288,,,,56.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T04:58:13-05:00,,,,,,,,,,,,,,,,,,,,"c8:1f:be:af:85:9d,-35;88:66:39:5d:00:cf,-37;c8:1f:be:be:a8:17,-38;50:1d:94:a1:bb:2c,-39;68:e2:09:8b:90:74,-42",,VR032M0GS1A,,,
2025-01-21T04:58:19-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:07:43-05:00,,,4.1292,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:08:10-05:00,24.3778,48.9555,,,,56.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:18:10-05:00,24.3351,50.338,,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:18:13-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:28:11-05:00,24.2657,48.5069,,,,57.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:28:15-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:38:11-05:00,24.2523,50.8568,,,,56.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:48:11-05:00,24.2229,48.8609,,,,58.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:48:13-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:58:11-05:00,24.2229,49.5659,,,,58.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T05:58:26-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,502,,
2025-01-21T05:58:27-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-21T06:07:43-05:00,,,4.1292,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:08:11-05:00,24.1962,48.7953,,,,57.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:18:11-05:00,24.1802,50.4768,,,,57.75,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:18:14-05:00,,,,,,,,,,82.9,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:28:12-05:00,24.2363,47.5242,,,,58.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:28:18-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:28:32-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-01-21T06:38:12-05:00,24.1962,51.0613,,,,58.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:48:12-05:00,24.1669,49.1997,,,,62.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:48:14-05:00,,,,,,,,,,83,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:58:12-05:00,24.2229,51.3863,,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T06:58:16-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:07:43-05:00,,,4.1292,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:08:13-05:00,24.2924,48.2139,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:18:13-05:00,24.2924,51.6304,,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:18:14-05:00,,,,,,,,,,83,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:28:13-05:00,24.279,46.8971,,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:28:23-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:38:13-05:00,24.2924,44.1367,,,,66,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:48:14-05:00,24.1535,40.9537,,,,64.95,,,,83,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:58:15-05:00,24.1108,40.2365,,,,65.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T07:58:25-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:07:43-05:00,,,4.1292,,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:08:15-05:00,24.0681,50.5211,,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:18:14-05:00,24.2657,56.0098,,,,65.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:18:15-05:00,,,,,,,,,,83,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:28:15-05:00,24.2924,58.8113,,,,65.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:28:24-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-01-21T08:38:15-05:00,24.4793,56.6873,,,,64.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
