created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-01-12T18:36:17-05:00,22.8344,61.6419,4.0922,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T18:46:17-05:00,20.9304,66.5995,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T18:56:17-05:00,20.3803,68.4901,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:06:17-05:00,20.1266,69.4636,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:07:19-05:00,,,,-61,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:16:17-05:00,19.9424,69.7704,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:26:18-05:00,19.8302,70.1656,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:36:16-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:36:18-05:00,19.7742,70.1778,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:37:20-05:00,,,,-52,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:46:17-05:00,19.7314,70.5867,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T19:56:18-05:00,19.646,70.7149,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:06:19-05:00,19.646,70.6645,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:16:18-05:00,19.6059,70.2892,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:26:19-05:00,19.5499,70.5257,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:36:16-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:36:19-05:00,19.5338,70.7973,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:46:19-05:00,19.4938,70.6172,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T20:56:18-05:00,19.3923,70.8232,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:06:19-05:00,19.1814,78.7961,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:07:24-05:00,,,,-58,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:16:19-05:00,19.2107,76.3836,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:26:19-05:00,19.1947,73.2769,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:36:17-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:36:19-05:00,19.2107,72.0409,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:37:27-05:00,,,,-55,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:46:19-05:00,19.168,71.6976,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T21:56:19-05:00,19.1386,71.3359,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:06:20-05:00,19.1546,70.9422,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:16:20-05:00,19.1119,70.782,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:26:19-05:00,19.1253,71.0384,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:36:18-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:36:20-05:00,19.0959,71.0338,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:46:20-05:00,19.0692,71.0903,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T22:56:20-05:00,19.0265,70.7057,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:06:21-05:00,18.957,70.6126,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:07:25-05:00,,,,-58,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:16:21-05:00,18.9837,71.075,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:26:22-05:00,18.9837,71.2673,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:36:19-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:36:22-05:00,19.0131,71.1177,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:37:23-05:00,,,,-61,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:46:22-05:00,18.9998,70.2327,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-12T23:56:21-05:00,18.901,70.4494,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:06:22-05:00,18.8315,70.1732,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:07:26-05:00,,,,-49,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:16:23-05:00,18.7995,69.9947,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:26:24-05:00,18.7861,69.7993,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:36:19-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:36:24-05:00,18.7167,69.5323,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:37:27-05:00,,,,-52,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:46:24-05:00,18.7861,69.3629,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T00:56:25-05:00,18.7728,68.7602,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:06:24-05:00,18.7434,68.6549,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:07:28-05:00,,,,-60,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:16:24-05:00,18.7007,68.4031,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:26:25-05:00,18.6313,68.1376,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:36:19-05:00,,,4.107,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:36:26-05:00,18.5885,67.9179,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:37:27-05:00,,,,-55,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:46:26-05:00,18.5058,67.8615,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T01:56:27-05:00,18.463,67.5105,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
2025-01-13T02:06:27-05:00,18.3642,67.483,,,,,,,,,,,,,,,,,,,,N2PAX9HGS1A,,,
