created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-01-10T17:37:09-05:00,21.6247,70.8156,4.0959,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T17:38:35-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:1c:68,-43;04:d4:c4:36:aa:58,-49;98:35:ed:d3:9e:f6,-52;98:35:ed:4d:e7:5b,-58;04:d4:c4:36:a9:c0,-64",,A7M5EE6GS1A,,,
2025-01-10T17:38:37-05:00,,,,-39,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T17:47:10-05:00,21.6968,68.5771,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T17:57:09-05:00,21.6541,69.337,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:07:10-05:00,21.6381,70.2602,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:07:22-05:00,,,,-37,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:17:10-05:00,21.582,69.0791,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:27:10-05:00,21.5553,68.2292,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:37:09-05:00,,,4.1107,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:37:11-05:00,21.5419,70.2296,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:37:12-05:00,,,,-53,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:47:11-05:00,21.5259,68.7724,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T18:57:11-05:00,21.4992,65.8793,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:07:12-05:00,21.4858,69.0791,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:07:15-05:00,,,,-58,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:17:13-05:00,21.4858,69.9763,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:27:13-05:00,21.4992,68.6625,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:37:09-05:00,,,4.1107,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:37:12-05:00,,,,-52,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:37:13-05:00,21.5419,68.4398,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:47:14-05:00,21.5553,70.0328,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T19:57:14-05:00,21.5553,69.6941,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:07:12-05:00,,,,-58,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:07:14-05:00,21.5259,67.5731,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:17:15-05:00,21.5126,69.305,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:27:15-05:00,21.5126,70.3899,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:37:09-05:00,,,4.107,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:37:12-05:00,,,,-57,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:37:15-05:00,21.5259,70.869,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:47:15-05:00,21.4992,69.1035,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T20:57:16-05:00,21.4858,69.3629,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:07:12-05:00,,,,-54,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:07:15-05:00,21.4858,70.7866,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:17:16-05:00,21.4992,69.1447,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:27:16-05:00,21.4858,68.6488,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:37:10-05:00,,,4.1107,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:37:12-05:00,,,,-54,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:37:33-05:00,21.4698,68.7816,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:47:32-05:00,21.4565,69.9367,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T21:57:33-05:00,21.4698,69.9184,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:07:13-05:00,,,,-53,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:07:34-05:00,21.4565,69.2943,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:17:35-05:00,21.4698,69.9825,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:27:36-05:00,21.4858,71.2398,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:37:10-05:00,,,4.1107,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:37:16-05:00,,,,-82,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:37:35-05:00,21.4698,70.8339,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:47:35-05:00,21.4698,68.983,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T22:57:36-05:00,21.4858,69.7337,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:07:15-05:00,,,,-65,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:07:36-05:00,21.4698,71.1299,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:17:36-05:00,21.4431,68.6809,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:27:37-05:00,21.4565,68.9158,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:37:11-05:00,,,4.107,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:37:14-05:00,,,,-59,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:37:36-05:00,21.4565,69.8726,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:47:36-05:00,21.4565,70.7469,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
2025-01-10T23:57:37-05:00,21.4858,70.164,,,,,,,,,,,,,,,,,,,,A7M5EE6GS1A,,,
