created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature)","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-06-24T08:37:41-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T08:37:54-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T09:37:37-05:00,21.5099,51.4153,3.6038,,,244.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T09:37:42-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T09:37:55-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T10:37:37-05:00,21.9478,52.5582,3.6038,,,111.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T10:37:41-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T10:37:55-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T11:37:38-05:00,22.4578,51.8593,3.6038,,,87.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T11:37:42-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T11:37:56-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T12:37:38-05:00,22.0333,54.8302,3.6038,,,107.85,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T12:37:42-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T12:37:56-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T13:37:38-05:00,21.5099,52.5032,3.6038,,,150,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T13:37:43-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T13:37:56-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T14:37:38-05:00,21.4111,54.5968,3.6038,,,127.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T14:37:41-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-53;92:bc:dc:31:00:65,-77;d4:5d:64:ea:94:c0,-78;4c:ed:fb:7a:89:00,-78;d4:5d:64:ea:85:20,-80",,X8A835VGS1A,,,
2025-06-24T14:37:43-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T14:37:55-05:00,,,,-76,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T15:37:39-05:00,21.8917,55.0942,3.6038,,,58.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T15:37:43-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T15:37:54-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T16:37:40-05:00,21.9905,54.9157,3.6075,,,9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T16:37:44-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T16:37:57-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-24T16:37:58-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T17:37:41-05:00,21.4538,52.7092,3.6038,,,274.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T17:37:45-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T17:37:58-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T18:37:41-05:00,21.3283,51.7067,3.6038,,,267.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T18:37:45-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T18:37:59-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T19:37:41-05:00,21.1574,52.9488,3.6038,,,274.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T19:37:46-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T19:37:59-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T20:37:42-05:00,20.7355,52.929,3.6038,,,282.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T20:37:46-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T20:37:59-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T21:37:42-05:00,20.6928,51.9738,3.6038,,,271.65,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T21:37:47-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T21:38:00-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T22:37:42-05:00,20.3243,51.7952,3.6038,,,283.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T22:37:46-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T22:38:00-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-24T23:37:43-05:00,20.2548,52.3491,3.6038,,,281.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T23:37:47-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-24T23:38:00-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-24T23:38:01-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T00:37:44-05:00,20.3243,55.1141,3.6038,,,279.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T00:37:48-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T00:38:01-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T00:38:02-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T01:37:44-05:00,20.351,53.3913,3.6038,,,265.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T01:37:47-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-54;40:b0:76:af:1c:68,-69;58:9b:f9:58:cd:50,-73;98:35:ed:1e:e6:6d,-74;d4:5d:64:ea:85:20,-75",,X8A835VGS1A,,,
2025-06-25T01:37:49-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T01:38:00-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T01:38:30-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T01:38:31-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,-1,,
2025-06-25T02:37:45-05:00,20.0839,54.5968,3.6038,,,265.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T02:37:49-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T02:37:52-05:00,,,,-55,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T03:37:45-05:00,19.8569,52.8557,3.6038,,,264.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T03:37:49-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T03:38:01-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T04:37:46-05:00,19.9264,56.7529,3.6038,,,264,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T04:37:48-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-53;40:b0:76:af:1c:68,-71;58:9b:f9:58:cd:50,-74;98:35:ed:1e:e6:6d,-76;04:d4:c4:36:9e:78,-80",,X8A835VGS1A,,,
2025-06-25T04:37:50-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T04:38:01-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T05:37:47-05:00,19.8302,52.7153,3.6038,,,265.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T05:37:51-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T05:37:52-05:00,,,,-54,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T06:37:48-05:00,20.1827,53.3135,3.6038,,,348.9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T06:37:52-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T06:37:59-05:00,,,,-65,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T07:37:48-05:00,20.9304,53.254,3.6001,,,342.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T07:37:52-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T07:38:03-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T07:38:04-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T08:37:48-05:00,21.3283,50.3975,3.6038,,,346.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T08:37:51-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-51;40:b0:76:af:1c:68,-70;98:35:ed:1e:e6:6d,-71;04:d4:c4:36:9e:78,-72;58:9b:f9:58:cd:50,-73",,X8A835VGS1A,,,
2025-06-25T08:37:52-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T08:37:54-05:00,,,,-45,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T09:37:49-05:00,21.5393,51.7128,3.6038,,,282.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T09:37:53-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T09:37:59-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T09:38:12-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T09:38:13-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,-1,,
2025-06-25T10:37:49-05:00,22.1321,53.0068,3.6001,,,251.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T10:37:52-05:00,,,,-54,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T10:37:53-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T11:37:49-05:00,22.2148,53.2464,3.6038,,,44.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T11:37:52-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T11:37:53-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T12:37:49-05:00,21.5953,52.7779,3.6038,,,69,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T12:37:54-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T12:38:05-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T12:38:06-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T13:37:50-05:00,21.6087,53.0175,3.6038,,,99.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T13:37:52-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-67;d4:5d:64:ea:85:20,-71;98:35:ed:1e:e6:6d,-73;4c:ed:fb:7a:89:00,-73;58:9b:f9:58:cd:50,-75",,X8A835VGS1A,,,
2025-06-25T13:37:54-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T13:37:57-05:00,,,,-59,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T14:37:49-05:00,21.7956,51.899,3.6038,,,87.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T14:37:54-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T14:38:05-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T15:37:49-05:00,21.8517,53.1319,3.6001,,,112.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T15:37:52-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-54;40:b0:76:af:1c:68,-68;98:35:ed:1e:e6:6d,-73;58:9b:f9:58:cd:50,-74;4c:ed:fb:7a:89:00,-75",,X8A835VGS1A,,,
2025-06-25T15:37:53-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T15:37:56-05:00,,,,-58,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T16:37:49-05:00,21.6648,52.0607,3.6038,,,91.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T16:37:54-05:00,,,,,,,,,101.5,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T16:38:04-05:00,,,,-58,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T17:37:49-05:00,21.7369,51.9142,3.6038,,,79.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T17:37:53-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T17:38:05-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T17:38:06-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T18:37:49-05:00,21.7956,51.6259,3.6038,,,309,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T18:37:51-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-55;d4:5d:64:ea:85:20,-74;40:b0:76:af:1c:68,-75;04:d4:c4:36:9e:78,-75;98:35:ed:1e:e6:6d,-77",,X8A835VGS1A,,,
2025-06-25T18:37:53-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T18:37:54-05:00,,,,-58,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T19:37:50-05:00,21.8357,51.8822,3.6001,,,307.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T19:37:54-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T19:38:05-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T19:38:06-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T20:37:50-05:00,21.2989,51.2261,3.6038,,,304.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T20:37:55-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T20:38:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T20:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T21:37:50-05:00,20.8904,49.7078,3.6038,,,315.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T21:37:55-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T21:38:08-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T21:38:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T22:37:50-05:00,21.0025,49.749,3.6038,,,279.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T22:37:54-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T22:38:08-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-25T23:37:50-05:00,20.9598,52.4407,3.6001,,,281.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T23:37:55-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-25T23:38:08-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-25T23:38:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T00:37:50-05:00,20.7916,52.1111,3.6038,,,281.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T00:37:55-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T00:38:08-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T01:37:51-05:00,20.7488,53.0449,3.6001,,,286.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T01:37:55-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T01:38:08-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-26T01:38:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T02:37:51-05:00,20.407,51.5923,3.6001,,,281.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T02:37:54-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-60;d4:5d:64:ea:85:20,-69;98:35:ed:44:42:ff,-73;58:9b:f9:58:cd:50,-73;04:d4:c4:36:9e:78,-74",,X8A835VGS1A,,,
2025-06-26T02:37:56-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T02:38:09-05:00,,,,-66,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T03:37:51-05:00,20.2254,53.4295,3.6001,,,32.4,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T03:37:55-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T03:38:07-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T04:37:51-05:00,19.9985,52.7703,3.6001,,,15.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T04:37:55-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T04:38:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-26T04:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T05:37:51-05:00,19.9424,54.5693,3.6001,,,282.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T05:37:54-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-59;d4:5d:64:ea:85:20,-70;4c:ed:fb:7a:89:00,-71;56:66:55:94:32:9a,-73;98:35:ed:1e:e6:6d,-74",,X8A835VGS1A,,,
2025-06-26T05:37:55-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T05:38:07-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T06:37:52-05:00,20.2388,52.3812,3.6001,,,88.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T06:37:56-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T06:38:07-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T07:37:52-05:00,20.9037,53.4417,3.6001,,,282.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T07:37:56-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T07:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T08:37:52-05:00,21.2001,49.3233,3.6001,,,258.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T08:37:56-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T08:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T09:37:52-05:00,21.6648,52.0043,3.6001,,,196.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T09:37:57-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T09:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-26T09:38:11-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T10:37:52-05:00,21.8517,52.6909,3.6001,,,144.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T10:37:57-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T10:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T11:37:52-05:00,22.2148,53.1441,3.6001,,,95.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T11:37:56-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T11:38:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T12:37:53-05:00,22.076,53.4066,3.6001,,,106.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T12:37:55-05:00,,,,,,,,,,,,,,,,,,,,"02:12:c0:31:83:a9,-57;04:d4:c4:36:a9:c0,-59;58:9b:f9:58:cd:50,-71;40:b0:76:af:1c:68,-72;4c:ed:fb:7a:89:00,-73",,X8A835VGS1A,,,
2025-06-26T12:37:57-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T12:38:01-05:00,,,,-62,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T13:37:53-05:00,21.7235,54.4305,3.6001,,,108.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T13:37:58-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T13:38:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T14:37:53-05:00,22.2576,54.8791,3.6001,,,119.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T14:37:58-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T14:38:11-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T15:37:53-05:00,22.3724,53.4752,3.6001,,,94.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T15:37:57-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T15:38:11-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T16:37:53-05:00,22.0466,52.6284,3.6001,,,66.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T16:37:58-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T16:38:11-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T17:37:53-05:00,21.809,53.5927,3.6001,,,264,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T17:37:58-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T17:38:11-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-26T17:38:12-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T18:37:54-05:00,21.6087,52.7199,3.5964,,,256.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T18:37:58-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T18:38:12-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T19:37:55-05:00,21.5953,52.2896,3.6001,,,268.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T19:37:59-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T19:38:13-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T20:37:55-05:00,21.2001,52.6375,3.6001,,,265.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T20:38:00-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T20:38:13-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T21:37:56-05:00,21.1734,52.0455,3.6001,,,311.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T21:38:00-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T21:38:13-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-26T21:38:14-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T22:37:56-05:00,20.861,52.1233,3.6001,,,270.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T22:38:01-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T22:38:14-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-26T23:37:56-05:00,20.7195,51.9905,3.6001,,,253.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T23:38:01-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-26T23:38:14-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-27T00:37:56-05:00,20.65,52.8054,3.6001,,,6.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-27T00:38:01-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-27T00:38:14-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-06-27T00:38:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-06-27T01:37:57-05:00,20.6046,52.2652,3.6001,,,6.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-27T01:38:01-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-06-27T01:38:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
