created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(RS485 Soil Temperature)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature)","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-03-15T18:47:31-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T18:48:04-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T18:48:06-05:00,25.3391,66.392,,,,47.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T19:47:31-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T19:48:04-05:00,,,,-64,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T19:48:06-05:00,25.3658,65.0004,,,,49.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T20:47:31-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T20:48:06-05:00,25.6355,61.8158,,-54,,69.75,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T21:47:31-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T21:48:06-05:00,25.494,59.1684,,,,70.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T21:48:10-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T22:47:32-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T22:48:06-05:00,25.0988,56.6293,,,,68.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T22:48:09-05:00,,,,-62,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T23:47:32-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-15T23:48:06-05:00,24.9279,63.4028,,-62,,67.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T00:47:32-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T00:48:04-05:00,,,,-50,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T00:48:06-05:00,24.6475,58.4588,,,,66.6,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T01:47:33-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T01:48:06-05:00,24.4633,56.3867,,-57,,43.05,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T02:47:34-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T02:48:06-05:00,24.4926,56.6552,,-50,,28.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T03:47:34-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T03:48:05-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T03:48:06-05:00,24.6181,59.06,,,,228.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T04:47:35-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T04:48:05-05:00,,,,-51,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T04:48:06-05:00,24.6609,57.7173,,,,242.85,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T05:47:35-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T05:48:05-05:00,,,,-51,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T05:48:06-05:00,24.5914,59.8459,,,,235.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T06:47:35-05:00,,,4.0404,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T06:48:06-05:00,24.8585,59.7787,,-55,,255,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T07:47:35-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T07:48:06-05:00,24.7169,66.2043,,-60,,240.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T08:47:36-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T08:48:05-05:00,24.6342,63.5813,,,,249.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T08:48:06-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T09:47:37-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T09:48:06-05:00,24.6609,63.5126,,-56,,251.25,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T10:47:37-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T10:48:07-05:00,24.8585,60.1938,,-55,,254.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T11:47:38-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T11:48:05-05:00,,,,-62,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T11:48:07-05:00,24.8852,63.5126,,,,242.25,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T12:47:38-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T12:48:06-05:00,,,,-71,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T12:48:07-05:00,25.016,66.1967,,,,255.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T13:47:38-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T13:48:07-05:00,24.9973,65.6153,,-50,,251.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T14:47:38-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T14:48:06-05:00,,,,-51,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T14:48:07-05:00,25.0561,63.5767,,,,254.55,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T15:47:38-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T15:48:07-05:00,25.1148,60.3906,,,,255.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T15:48:18-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-16T16:47:39-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T16:48:04-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:41:54:cf,-48;88:66:39:5e:df:51,-51;a4:be:2c:60:26:9e,-53;4c:ed:fb:7a:67:20,-55;4c:ed:fb:7a:97:20,-58",,TTQ1F13GS1A,,,
2025-03-16T16:48:07-05:00,25.3525,67.1031,,-67,,267.75,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T17:47:39-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T17:48:05-05:00,,,,-63,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T17:48:07-05:00,25.1282,63.9246,,,,238.35,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T18:47:40-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T18:48:07-05:00,25.0721,64.5792,,-65,,239.4,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T19:47:41-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T19:48:07-05:00,25.1709,65.5741,,-55,,239.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T20:47:40-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T20:48:07-05:00,25.0854,66.1143,,-52,,239.25,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T21:47:41-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T21:48:05-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T21:48:07-05:00,24.9973,68.0232,,,,230.85,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T22:47:41-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T22:48:07-05:00,24.7864,65.6474,,,,5.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T22:48:12-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T23:47:41-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-16T23:48:06-05:00,24.8718,67.6371,,-47,,252.3,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T00:47:41-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T00:48:08-05:00,25.0854,69.2134,,-52,,250.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T01:47:41-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T01:48:09-05:00,25.1549,67.8676,,,,250.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T01:48:16-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T02:47:42-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T02:48:08-05:00,24.984,64.4526,,-53,,232.35,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T03:47:43-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T03:48:09-05:00,24.9413,64.2313,,,,265.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T03:48:10-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T04:47:43-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T04:48:09-05:00,24.9706,65.3529,,-64,,1.35,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T05:47:43-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T05:48:09-05:00,24.8451,65.0828,,,,6,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T05:48:12-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T06:47:44-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T06:48:08-05:00,,,,-71,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T06:48:09-05:00,24.9146,66.2745,,,,24.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T07:47:45-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T07:48:09-05:00,24.9279,68.9555,,-53,,34.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T08:47:46-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T08:48:09-05:00,24.9279,67.6295,,-58,,35.85,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T09:47:46-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T09:48:09-05:00,24.9413,67.2679,,-58,,255.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T10:47:46-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T10:48:10-05:00,24.8291,67.3945,,-59,,223.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T11:47:47-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T11:48:09-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T11:48:10-05:00,24.7864,65.98,,,,222.6,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T12:47:48-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T12:48:09-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T12:48:10-05:00,24.9012,67.097,,,,220.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T13:47:48-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T13:48:10-05:00,25.016,67.2709,,-51,,220.2,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T14:47:49-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T14:48:09-05:00,24.984,66.4286,,,,216.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T14:48:11-05:00,,,,-55,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T15:47:49-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T15:48:10-05:00,24.9973,64.8417,,,,213.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T15:48:22-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-17T16:47:49-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T16:48:10-05:00,25.1976,63.7003,,,,272.25,,,,,,,,,,,,,,"4c:ed:fb:7a:67:20,-56;88:66:39:5e:df:51,-56;a4:be:2c:5f:dd:56,-59;a4:be:2c:60:26:9e,-61;68:e2:09:8b:88:88,-62",,TTQ1F13GS1A,501,,
2025-03-17T16:48:21-05:00,,,,-61,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T17:47:49-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T17:48:11-05:00,25.3098,64.1306,,,,261.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T17:48:12-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T18:47:49-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T18:48:12-05:00,25.267,64.9378,,,,259.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T18:48:19-05:00,,,,-67,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T19:47:49-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T19:48:12-05:00,25.3792,64.4877,,,,274.2,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T19:48:24-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-17T20:47:49-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T20:48:11-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:41:54:cf,-50;4c:ed:fb:7a:67:20,-52;88:66:39:5e:df:51,-57;4c:ed:fb:7a:97:20,-60;a4:be:2c:5f:dd:56,-61",,TTQ1F13GS1A,,,
2025-03-17T20:48:13-05:00,25.2964,63.1067,,-53,,256.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T21:47:50-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T21:48:13-05:00,24.984,60.2686,,-59,,282.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T22:47:51-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T22:48:13-05:00,24.8024,60.1816,,-52,,272.55,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T22:48:23-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,503,,
2025-03-17T22:48:24-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-17T23:47:51-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T23:48:14-05:00,24.8718,59.2889,,-62,,283.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-17T23:48:27-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T00:47:51-05:00,,,4.0367,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T00:48:14-05:00,24.6742,58.7259,,-52,,275.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T01:47:51-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T01:48:13-05:00,24.5193,58.7793,,-48,,7.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T02:47:51-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T02:48:15-05:00,24.0681,58.3825,,,,0.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T02:48:16-05:00,,,,-71,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T03:47:51-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T03:48:15-05:00,23.8838,58.3047,,,,6.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T03:48:22-05:00,,,,-68,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T03:48:38-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T03:48:39-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-03-18T04:47:52-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T04:48:15-05:00,23.8838,57.229,,-57,,0.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T05:47:52-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T05:48:15-05:00,23.8678,59.2844,,,,22.05,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T05:48:17-05:00,,,,-55,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T05:48:31-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T05:48:32-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-03-18T06:47:52-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T06:48:16-05:00,23.9426,60.2777,,-56,,242.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T06:48:27-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,503,,
2025-03-18T06:48:28-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T07:47:53-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T07:48:15-05:00,,,,-51,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T07:48:16-05:00,24.4633,67.4464,,,,62.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T07:48:29-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T08:47:54-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T08:48:16-05:00,24.6181,63.5462,,,,27.6,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T08:48:27-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T09:47:55-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T09:48:14-05:00,,,,,,,,,,,,,,,,,,,,"a4:be:2c:60:26:9e,-45;4c:ed:fb:7a:67:20,-51;a4:be:2c:5f:dd:56,-58;88:66:39:41:54:cf,-61;a4:be:2c:48:99:87,-62",,TTQ1F13GS1A,,,
2025-03-18T09:48:16-05:00,24.5621,63.0457,,,,27.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T09:48:17-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T09:48:32-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T09:48:33-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-03-18T10:47:55-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T10:48:14-05:00,,,,-50,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T10:48:16-05:00,24.6048,62.3774,,,,28.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T10:48:27-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T10:48:28-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-03-18T10:48:41-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T10:48:42-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-03-18T10:48:54-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T11:47:56-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T11:48:14-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T11:48:16-05:00,24.9973,62.6429,,,,247.35,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T11:48:28-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,503,,
2025-03-18T11:48:29-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T12:47:56-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T12:48:14-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T12:48:16-05:00,25.0721,63.2578,,,,245.25,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T13:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T13:48:14-05:00,,,,-62,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T13:48:16-05:00,25.5501,59.9008,,,,253.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T13:48:34-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T13:48:35-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-03-18T14:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T14:48:13-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T14:48:15-05:00,25.3525,63.183,,,,265.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T15:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T15:48:14-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T15:48:16-05:00,25.5928,65.7008,,,,55.05,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T16:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T16:48:16-05:00,25.6649,64.9088,,,,38.4,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T16:48:22-05:00,,,,-64,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T17:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T17:48:16-05:00,25.5207,63.9567,,,,228.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T17:48:28-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-03-18T18:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T18:48:15-05:00,25.6222,66.4714,,,,231.3,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T18:48:16-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:41:54:cf,-52;a4:be:2c:60:26:9e,-54;a4:be:2c:5f:dd:56,-54;4c:ed:fb:7a:67:20,-59;50:1d:94:9c:f2:72,-64",,TTQ1F13GS1A,,,
2025-03-18T18:48:19-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T19:47:57-05:00,,,4.0293,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T19:48:15-05:00,25.7637,65.8854,,,,249.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T19:48:24-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T20:47:57-05:00,,,4.033,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T20:48:16-05:00,25.6916,65.3986,,,,236.4,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T20:48:19-05:00,,,,-70,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T21:47:58-05:00,,,4.0293,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T21:48:16-05:00,25.2964,63.5172,,,,237.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T21:48:19-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T22:47:58-05:00,,,4.0293,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T22:48:16-05:00,25.478,62.8305,,,,252.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T22:48:19-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-03-18T23:47:59-05:00,,,4.0293,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
